"script_id","imdb_id","title","year","gross","lines_data"
2346,"tt2334649","Fruitvale Station",2013,17,343423334437554334753434654564345777622133422444334433345765766667763655764675777771224333000
2350,"tt0093058","Full Metal Jacket",1987,103,77777777777777777777777777777777777777777777777763477777777777777777777777777777777777777777777777777777777657777777777777777777777777777777777777777777777776347777777777777777777777777777777777777777777777777777777765
4251,"tt0369441","Fun with Dick and Jane",2005,149,6634450452430
2352,"tt1201167","Funny People",2009,60,667777757777777777777345777777777777777777467777777743457436777745767765547777777547774463433776433211435333243566445563567733361377664566556774656777767777775777776677777777777753477777777777777777764777777775435654477775566776654677777764677546434357743
6270,"tt2713180","Fury",2014,91,7777777777777777777777777777777777777777766677677577777777777777777777777777777775
937,"tt0119173","G.I. Jane",1997,91,330543410243213654543004357440146722034364555334457302352521543310300000032333233
935,"tt1046173","G.I. Joe: The Rise of Cobra",2009,174,7777777777775567756577667777446777777743453574443557464467643636577534646555674634355775446477765763777645551
4256,"tt0177789","Galaxy Quest",1999,122,4556556776766565475577767643475666777754336776667656666566476544657776756754566674674535664677777767776547776777675547577642767467666661
2358,"tt0425055","Game 6",2005,"",774343455454357777777557734576437776563434347777777777777734547534534344445655656734355457655764343464463367777777467634675447775653434357777777777777634557434534344446555756634364467552
939,"tt1034032","Gamer",2009,23,765444547677744777777547777775276655755466565377775
2368,"tt0083987","Gandhi",1982,"",67777777777777777777777777777777777777777777777777777777777777777777257657745777777777677777776445377747777657754521
2370,"tt0118900","Gang Related",1997,10,776652467777777777777777774334677777774354444477735577777536777377777663542777764677774755776755777753602434344334477737777734565564577477662447777777777777777776334477777776344444467764467777743777557777765442577775477776575577673777773530434434343367746
942,"tt0217505","Gangs of New York",2002,116,77777777777727777777777677764434677743434777777754677577477777776646777777774244434433324674347637777777777344556776776776777774
7849,"tt1321870","Gangster Squad",2013,49,777777764477637776426775757777777777767777776737467777777733777676777477777774
2374,"tt0333766","Garden State",2004,37,4677777346777777777777777774645554646443433144343477434344322334334234343437777777773223144464345555456367777777767677677467576466655466575342234775533
941,"tt0119177","Gattaca",1997,23,76167777777777777764467776346764255766344544477747573
2380,"tt0208988","Get Carter",2000,24,77774333367565553777777657677757677772243677777774774413544445553731633377432477777733
7858,"tt2561572","Get Hard",2015,93,773577463455677777754777773467777777754556475775444777753467777777765377777677777777777777777777776777777774477777774556567777777776777777745
4260,"tt1226229","Get Him to the Greek",2010,67,7566744677777744774775363764777777777775653347777777777777675477677777775777767667567777777777777774566534555674455654576777777777754447
2382,"tt1194263","Get Low",2009,10,77777765677777777777777646417777765456552577773344435777763473677777777764426775675477777777776777777676771
5408,"tt2473602","Get on Up",2014,32,57777777775325777677777774564777777477367777777776767777537757777777777677776477466777774
2384,"tt0113161","Get Shorty",1995,144,777777775473337777764675575646757777777777777776343457777664677743433445234577667776576656677777777777633414646667347465465747777777774562447777755674675547667777777777777775343467777565677643433454234677577776576557677777777777533414646767257464475743
2389,"tt0099653","Ghost",1990,448,44377474335353434676343546772644651223434123141131333334447720654456777451242443343242454454444346344754544246402321425545344675643444443445773344467735546502243432132321222343245467305644467775422423443333325454453444454347554533373114213345451
2396,"tt0288477","Ghost Ship",2002,45,47775553576777676747757564457776776557666665663346665436667774565677754674347677446644333575555644412533567756544667777676657576564377776766567567565644365664357577755565777555753467677167534335564655624413444
7324,"tt0082449","Ghost Story",1981,"",77604653477776777773000776333677677777777772
7329,"tt0995039","Ghost Town",2008,15,777473547567763557777777775476772277755744777766547244425577435463535777665777777777745447777776746557567540
2399,"tt0162346","Ghost World",2001,9,"000033201310000000110135422111113000144000110210032320453534342333241201341000355443442003332110334344000023420334332430343431002233343433334112450243456021000233003200000000200353411112121000432000200300232301554434333332331103330002454435340014322011434"
7290,"tt0087332","Ghostbusters",1984,592,4777775677777776362543544435435677747777777775764344445777776437753467775674656776777777764776456677777541
2405,"tt0097428","Ghostbusters II",1989,245,425777477444425777644646567777674635156567767747776556577772554677777777536366744377675277733637567777775765777677775425777477444425777644646567777674635156567767747776556577772554677777777536366744377675277733637567777775765777677775
953,"tt0210070","Ginger Snaps",2000,"","00002100001034100000000001356100000000035441210200045400243500353221211442300200"
5315,"tt0335119","Girl with a Pearl Earring",2003,16,"000000000146353564556141323440254545214465002013554633565546422631511310"
2408,"tt0172495","Gladiator",2000,303,546777777777777765777433477677777777777776777734423567777546333554566446777775346777676556777777777777756777234576777777777777776777544324577776545333744575447777773447777671
8063,"tt0097438","Gleaming the Cube",1989,6,67765776664777775762677777577777777366345666757775577666414457477776777756
2412,"tt0104348","Glengarry Glen Ross",1992,22,777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777
8572,"tt0080798","Gloria",1980,"",61125421433454564642566341204115670
8411,"tt0097441","Glory",1989,58,2777547777777624777777777777777777777777776764776377565477777777777777777777
8871,"tt0385726","Glory Road",2006,56,3677677777777777777776777777777777577777777775577777777777743547777677777777777774777776762
2413,"tt0139239","Go",1999,28,"00345423234321544420356433323445520224447777777777732777777755667777766777776767757735472577777513362021250135523323432164332054633333344551033426777777777762477777766476777775777776776766755456267777732337002233"
2419,"tt0120684","Gods and Monsters",1998,11,576674576777777777557377774677774477777774545563654434434477543433377777777777777775777777775457436777777335477777777777777777777777442434756757646767777777775555777647777636777777554556446543443445773443335777777777777777757777777743772567777754346777777
6099,"tt0113189","GoldenEye",1995,214,47644553525457750
6271,"tt2267998","Gone Girl",2014,178,6424353436433123533343453233132445510144330241241034322432134352332422452311000303300431471030475615623653433353553344345655434404232333424142533442431
8050,"tt0187078","Gone in Sixty Seconds",2000,164,777777777773343777777777777777777777777777777677777777433434577775467777337767562243677777777746575776434343766777777777467777777777743
4286,"tt0452625","Good Luck Chuck",2007,44,7564345357747775777764777774345777767776777777777777777777777777447756776553674
8881,"tt0433383","Good Night, and Good Luck.",2005,42,3057677756676525732665575625776776467556777677776433377771
2427,"tt0119217","Good Will Hunting",1997,261,777777777777367406737777777775331777777773026757742776074567777777777700234467000277777777777777777777777777777777775477127557777777772604777777770056667715773364577777777777400433574002377777777777777777777771
4292,"tt0099685","Goodfellas",1990,96,7777577767777776253436420000216776767267574244775561777777677777755545354634576555
6515,"tt0280707","Gosford Park",2001,63,4201233162443454345640175672066441466204342273554630452624130
962,"tt0348836","Gothika",2003,85,"001434203334443333430000000010343033113344435663534443420003003577503632202773315220464433576740"
2436,"tt1205489","Gran Torino",2008,179,777346774367776567777777776556653577773643474534434344435777746777772777777775777777743446777777777777777777777774557777777777777777767577547777445775276777557777777777546753477773743465453433443535677755777773677777776677777753445777777777777777777777775
2438,"tt0022958","Grand Hotel",1932,"",465677777777777775544343540004446464575343435277773430443343424476677767753334002343247777777777773554744455637674355763476777777777543376467417744342454546567777777777777654343445000353655547543434436777433143343433347667776775432410233324777777777777445
2440,"tt0338075","Grand Theft Parsons",2003,"",546644533334634777777777564765777777777777777777277667775711367777777770027777777777733772456771667663766577775537554434235544777777777555756777777777777777777277577775702277777777760037777777777724762556761767663757577773
5410,"tt4270516","Grandma",2015,7,"00000000000000000000044332410000000000000000000000000000000014334343344244323252002202000000000000030000000000000000041000000"
2445,"tt1454468","Gravity",2013,293,45644273344566475626445024354543555443643334345400000000002444100000
8887,"tt1133985","Green Lantern",2011,128,7767663526454334777777777757733477777777777773565647770777457777777757477777125
4306,"tt0947810","Green Zone",2010,38,77777777777754774777777777777777777777777777774347777777743236777775777776775467677556675576767
4308,"tt1234654","Greenberg",2010,4,100000003333233777777775474333243333233334222437433443477777677654767644244443377434423206777764424244363433333554757777716777775656657467777743333476133543333
971,"tt0087363","Gremlins",1984,383,775455667744357565467777777755357267777774674767766566656675563
973,"tt0099700","Gremlins 2: The New Batch",1990,85,74446357467776477767777653443544435005231677736574603374553
6140,"tt0462322","Grindhouse",2007,31,6377444754443443423552577477720017775444666776424456466676567437756267777250
974,"tt0119229","Grosse Pointe Blank",1997,53,77776732343337777776344334342436312777777754342426777547567635777753336325776774534367777721
975,"tt0107048","Groundhog Day",1993,148,744474444676355466474574543555334467777563443534335744343444434343467646444545334643444432012210241003
2462,"tt0113243","Hackers",1995,15,77761457677357777777774777762455467777677663434455636645376645556656554557335475664454677732567675467777777765777743463577777677553443456456553675645566645654565336557653553
2465,"tt0480687","Hall Pass",2011,49,76456315625343345676777777763556420016457244377775477776005777777777774530777777644777777544453335753777715775334457663555443534453543336764764344457545775533441
6836,"tt0077651","Halloween",1978,174,5334353752000000200774101411300102473460011421
4311,"tt0373883","Halloween",2007,73,7744324410000000300370024677753011243212001014673300435200035312
4315,"tt0095271","Halloween 4: The Return of Michael Myers",1988,37,3265002311067730062342474212776014277126777445677455565251144442002416364
6119,"tt0097474","Halloween 5",1989,25,2132315550741227730571133763301402767754
4317,"tt0120694","Halloween H20: 20 Years Later",1998,102,34541333322334201324343444545633433214534110134222414434700124232442166341
6837,"tt0082495","Halloween II",1981,79,45316733724261330234302545723241223235273
4319,"tt0220506","Halloween: Resurrection",2002,45,"027735123663574451223613431174354435463443354342334233246136553442441"
978,"tt0113253","Halloween: The Curse of Michael Myers",1995,30,323265776167443132257567766453324374367437715373310227367764650
2470,"tt0993842","Hanna",2011,44,345543444353644744424623164343750223330201521002300000006243023436453474544544400000
2472,"tt0091167","Hannah and Her Sisters",1986,94,574100001002313353344465665667777777752434202433233133232031434343443477737454443444574434377444444344343347654533477300000367400000005754003247434434344343343676445234663000010003312633435565665577777777724343104332422314222132343434433677646454443354673
6568,"tt0212985","Hannibal",2001,253,21446521303443567777355347777567611577647735247556553675657771
6315,"tt0367959","Hannibal Rising",2007,35,77775037477777457746277577777777777777765743475777736777777665532
6958,"tt0079268","Hanover Street",1979,"",7777777777777720002777764462301777773002355567747451712554357233345452344371
983,"tt0067180","Happy Birthday, Wanda June",1971,"",43343454665343667657675534343445777777777777777754346777777777777755445344443664777645356756546465566444545476763434300377677777764346577767775434675446546676634536777777777771
4328,"tt0210094","Happy Campers",2001,"",2575633424304667652555627353444402745343463015422134777744313134243777024002446734545436337517
2483,"tt0366548","Happy Feet",2006,262,7675571427776577777777777777777777777777761
985,"tt0120696","Hard Rain",1998,36,7777777777777777456777777777777773757776754644563566757443665456677765777777777777777777645636577757777644762476731
8404,"tt0073092","Hard Times",1975,21,6777777747777777777777777775737777677477733677773277777771
986,"tt0099739","Hard to Kill",1990,97,57677777766447740133573434120354277774545777667736746
4333,"tt0079271","Hardcore",1979,"",6454343101554777577777777377477775133343457777557777777334434577243243344474343342357777754546436764
4334,"tt0099740","Hardware",1990,11,3577777777777764345534634346777777777454344453464535656225
988,"tt0366551","Harold & Kumar Go to White Castle",2004,25,77776457777777777777777777777756646712477777777777777777743357777777777777777747777777777457775
4337,"tt0067185","Harold and Maude",1971,"",147677531331234223367777000553232322433333331462120056434300143411332132777777564643312523433443333342
7607,"tt0060490","Harper",1966,"",44762145425770574164
989,"tt0295297","Harry Potter and the Chamber of Secrets",2002,392,777777777764357771666477777777576765665765676552344653776356775567773226757773444563575667777777777577777556777776656777763
2492,"tt0330373","Harry Potter and the Goblet of Fire",2005,393,5477677676644667576556766473456777367776565476775333654337733344464337775477777777777777777777777546367767767653576667465767374446777457777556466775522745336743344456236777367777777777777777777777732
4339,"tt0417741","Harry Potter and the Half-Blood Prince",2009,350,1333377777515676452546347745467457776744256366367774575332445776551457777477777772432547777777777775677777777774557542
992,"tt0304141","Harry Potter and the Prisoner of Azkaban",2004,348,443236777775677745465542247776557777757776665777776554525777776447777235656544457777677767564464443267534433266677761
991,"tt0241527","Harry Potter and the Sorcerer's Stone",2001,488,453576777677777777776453447566564644467575525475665467776376654777645744646434564557777564
7175,"tt0422401","Hatchet",2006,"",77766477774555413464534336457360
7176,"tt1270835","Hatchet II",2010,"",256477742525477745675777765522646562
7177,"tt1870419","Hatchet III",2013,"",547534401420454331451777556536755544140
4341,"tt2257436","Hate Crime",2012,"",7635777675567777777767777767656555777777777777777777777777777777774
2498,"tt1001508","He's Just Not That Into You",2009,109,"034230367455440000002412334410033353334352242200125335354676343443447776344343333357744300134000053434445434311333242000144363341215552345345333434300343203774554300000025032443100433442434422431002244352637754344343577754434333432677433001430000543444444"
6585,"tt0252501","Hearts in Atlantis",2001,37,624367777634577646654343767757776754543354737222454
996,"tt0113277","Heat",1995,134,7754777777777543554147766572167777777563147357777777677777777735777656300557655503
4345,"tt0097493","Heathers",1988,2,"003002422021006450002233535430323323224240122364331766451333445256775332214545420022112220332444032353420"
6045,"tt1929263","Heaven Is for Real",2014,97,77764677754757756547342261347337777777743537745757776656657635777537667544246457773377777561334434777555
2505,"tt0110005","Heavenly Creatures",1994,6,"000002522000000331141300000000100000004000104001000000000000014300000032001000002522000000331141300000000100000004000104001000000000000014300000032001"
1001,"tt0252503","Heist",2001,"",7457543777777777777634377777777774777777777757767654777777774434365655467467677676677677776767576422424443443435634777777676667776343444433
7446,"tt0167190","Hellboy",2004,82,77766775477777763733777777774577777776746775674665756447666754476752
1002,"tt0411477","Hellboy II: The Golden Army",2008,91,7774545775655677557777675656675677763236434676477777775445456777767655664355655533665777656731
2519,"tt0093177","Hellraiser",1987,32,45544463436236440545331654333444343420047334634454435444334443323243333401353445442446435453354346322653324544244433443400175344544444453444335343133334324203535254522
1006,"tt0104409","Hellraiser III: Hell on Earth",1992,26,441034510000002200000000043403477752432124445100344344
2524,"tt0337636","Hellraiser: Deader",2005,"",2434242354302242543533344433444552432345320004434000256754241
2529,"tt0274546","Hellraiser: Hellseeker",2002,"",334477357333577434332433477754676323243775344433433777767343677257776776542403
1010,"tt0122529","Henry Fool",1997,2,13677737654627775343577751427766377754563447777637764522007777333464756654465754577647743476574772577776777777776757474334501457643
4351,"tt1029120","Henry Poole Is Here",2008,2,33375145414343775033352452212355154132
2534,"tt1220888","Henry's Crime",2010,"",444355777777777634677777776466745543377777756444323267777777765435536436544662334343313455654345377776624447763447777764333677777577777774447757777776467655
4352,"tt1798709","Her",2013,27,577744445773424334365536624273554343424434333343443433443334473444333200433434443422434565334223324344333442323343364443443344342
5521,"tt0119282","Hercules",1997,187,65346761534575777776777777777555535457764645677644577763543435200254577777675775467467775654
4353,"tt1212419","Hereafter",2010,36,3227777744634545247773254553244501377460133127542467477777773541
4354,"tt0104412","Hero",1992,40,5343777777743346232457463566556443777334144677462544632354575634764345444534324777776547767366
2535,"tt1403177","Hesher",2010,"",7775417777642132743122577245434663154751277776535777777767753345453333334424455334477765456677776014423462576732
2536,"tt0146882","High Fidelity",2000,44,577777777777777776645347754554676676577777764433444434344345335474777777443634344665777534777344344477653444343353443433777644624674534343443434366777777777777777764444675555367667747777777443344434434344443456477777754363434456577763467744434446775345334
2540,"tt0091203","Highlander",1986,13,7675467762124346676456547634477776667777777776444334324347532456577777643435233332141665534320
1008,"tt0144964","Highlander: Endgame",2000,20,343557777776477777777777777577767657677754677776577357775
1015,"tt0032599","His Girl Friday",1940,"",133672434334344433343444677744765765454574443436444557757774445743445644325377722331475625776335547777777777777750244202332246455215443343443635444777445777765545444466445646565762445466777775547654344343453421
7780,"tt0386588","Hitch",2005,241,7777621736741263375352356264577606526635334324231377744361443754
4361,"tt0975645","Hitchcock",2012,6,774343434444335656775447564577373551531547754354553457464545376432550343135766633557676466472
4365,"tt0311289","Holes",2003,97,7777777777771777777777765346677777777763467745777424567777777777762
2548,"tt0164052","Hollow Man",2000,118,5357766446344753536342444654463230276342514444577523443453656557777463444235323453323454476443473333335335243323443353546766546343763535434335644473330167343332535567542443453557547777563444315432364322453477524464423325344424422353342
7120,"tt0099785","Home Alone",1990,588,552157556475757677752
2550,"tt0829193","Honeydripper",2007,"",72567503434347475777777777777545677777777777744351167766434667773000000777777543567774677776555776776356345777777775377536746667777771
8618,"tt0102057","Hook",1991,247,25465264761174336655531575763436477767646747653466662377676754
4369,"tt0093209","Hope and Glory",1987,22,2426022643266536373212141653434063112777770144534343477741144563235442132424536753346775267
6300,"tt1528071","Horns",2013,"",747677743333267547734777777343637533744677777777777757777775443777771347777774
2551,"tt1499658","Horrible Bosses",2011,129,77777773433377757777777777623577777777723435777777777777777777777777777777777777777777777777777777777777777777777777776454577775432571
8243,"tt2170439","Horrible Bosses 2",2014,57,73357777777777777777774677777777726777777777777777777777777777777777777777777777777777777455567757777777777777755457772
1016,"tt0340163","Hostage",2005,46,7777775674357646567554577777635757474633777777454777777763677777777777777777547777746617777772
8902,"tt0425112","Hot Fuzz",2007,29,77777775433255677777777777777777767476777777777677767777776777777677777777777777544766777777776675647776677676777671
4373,"tt0787475","Hot Rod",2007,17,7644456353357777777777467734676777773567677654277477767775767677677567755466353774777254567755776767673
8157,"tt0079308","Hot Stuff",1979,"",777777777535776377777777776677653666756477743366766577777777765457766736776646676657756647677656456777664767657441
2558,"tt1231587","Hot Tub Time Machine",2010,55,4443524375477777777777777777777777777777757777777777477777777777777444775434567777777777776776777777777773677777777777654642
1019,"tt0395169","Hotel Rwanda",2004,32,77777777777762575544356656777754335675777577764657774557763436477556556677777767677777673467777743436575244635577772
1018,"tt0251736","House of 1000 Corpses",2003,18,7777777777775057720365435533234333437032324543324022434132210211365653364420326445776750777577765445725544351321
7445,"tt0093223","House of Games",1987,5,"02434123444466555554645002435566657553347665646764204767734242631324533"
4377,"tt0116573","House of the Damned",1996,"",66544444664536334463523334145441446423346645331335673463423672344303521063332
7167,"tt0397065","House of Wax",2005,43,"02633636444636775352552"
4378,"tt0185371","House on Haunted Hill",1999,69,377750016654633757756566656455443674566334201546555576674476564665545563457763424567535465552
4379,"tt1341188","How Do You Know",2010,33,4444323335104776666353344332343335753577144434433744445435434344433477644467513234146232044644774434576461
2565,"tt0455538","How to Lose Friends & Alienate People",2008,3,745777773555443677773257343554755642556436014777543563277764444774754557754433423254333377743544016465543533434722
2566,"tt0892769","How to Train Your Dragon",2010,239,7677777777776777777765775576646577655576774776747777777456454535335575677734365677776676557777764
2567,"tt1646971","How to Train Your Dragon 2",2014,188,655346775533566767767776757637674765425033243352456335776345675566355567774546776776656557
2569,"tt0102070","Hudson Hawk",1991,35,7777777777777777777777777777777774567577773552425766544645355645445564656665674455575566667667563543655463
6672,"tt0286716","Hulk",2003,190,77775777756777726447777777677767777777756643466767677777755475726777776766777777776777774
2576,"tt0219822","Human Nature",2001,1,257200000143432434212344343623444433433434333544345544343446367457434244341255740135334557535635257200000143432434212344343623444433433434333544345544343446367457434244341255740135334557535635
5533,"tt0116583","Hunchback of Notre Dame",1996,196,777777637575677775777646444443654553343434434476667765644545777777777257567667651
5416,"tt1477855","Hyde Park on Hudson",2012,6,"03761504651227413211463531342545531006734434344432457641010477777543424433432001763443455434355641020"
4392,"tt0480249","I Am Legend",2007,323,77777357777777774773342632433434344455546773234632436172
2579,"tt1464540","I Am Number Four",2011,60,77777736772467777777753713445763477773423362137777775367625777777777744536447553346625762354
2580,"tt0277027","I Am Sam",2001,61,6047200475752000310557600003000037242232200440040143253034300000417655200000240000016127400366663000301357710001200017343142110341040043254024400000406656300000150000002
7148,"tt0119345","I Know What You Did Last Summer",1997,136,44024132112302210000012020000000000003102200012543221040
2582,"tt1045772","I Love You Phillip Morris",2009,2,2333433746556776574346037677777777777777777777777764645577777777545777577774367777667777744777777477777771
4394,"tt1691920","I Melt with You",2011,"",6435777777777777777777777777777777777754565456777654434467777777777774342777777127325467777767673676
5417,"tt3640682","I Smile Back",2015,"",23355344235120332104642443442512344200634434434432344434433432366643446541200253444515434444443124443323552214444410
2584,"tt1242432","I Spit on Your Grave",2010,"",244534023477777764564444676437344567775667777764777756777777634777541777753123341214334333
2585,"tt0130018","I Still Know What You Did Last Summer",1998,74,6772142502667534567566454643411264637474555571575547666673546330025376467721425026675345675664546434112646374745555715755476666735463300253764
4395,"tt0770772","I Think I Love My Wife",2007,15,5445765776244244764444576433552221432333472133676432334444346755677443432345535643443442313344
4396,"tt0036027","I Walked with a Zombie",1943,"","0034443553244004354454441203367455440000044556543367234533240"
2587,"tt0110097","I'll Do Anything",1994,21,756343544477771344775533434544354513342344243435225233666443363334333434436431243453625214362343334314352443443434663453343135763565543536267775143677452434454345441333344324434431523467543355324334334345541144254453412454243334413344343443433574444434213
5418,"tt3236120","I'll See You in My Dreams",2015,7,3233345320000000000000000000000002434344433610000023333344233342421000244443454333330000000000000000000013333343433364410000000200200000003543453000040
8911,"tt0343818","I, Robot",2004,203,77775574344434532347577734343255777777747777744433567755535666777754453465764537752
4397,"tt0309698","Identity",2003,74,4455665377764367756145546677545565633751
7447,"tt2024432","Identity Thief",2013,143,222456677777607777637776543446452452354335255756733764634753426676766443216774636244632645103243421
4399,"tt0387808","Idiocracy",2006,0,6445775447775677760777777777776355376754675575677564464454767457545354642346553355477671
8916,"tt0780536","In Bruges",2008,9,77477777777646777777777776677775645766777777776657777777777647777777754677755777757646773743
4403,"tt0385267","In Good Company",2004,63,7777645567637436777742367677777776633443556677777763334376776765455666332432434047777777757777554
4404,"tt0388125","In Her Shoes",2005,44,22321000000301311000100004123600321240431333300000144352000004320001432110000002110000012101320232313212500000000000000000000323430023113200
2596,"tt0247425","In the Bedroom",2001,55,37777631341333464134345221042124773652367777221123421025324437443454533767777577777777741
8488,"tt0107206","In the Line of Fire",1993,214,777777636775334777677657757524754434554227665533476475377776477777546756664761
2597,"tt1226774","In the Loop",2009,2,737543344645466476343565434444235577551777645324667046177744643463656567546777474575256546710277657553234454576765677553446776667777776427775546733435464456657433646533444333667643577744442657317257763644355457557645777656466246645740067747645323455466775
7102,"tt0113409","In the Mouth of Madness",1994,18,67777666546544556443443345545335635455476375746776
4409,"tt0478134","In the Valley of Elah",2007,8,57776777777577730045747767457435444536774233334434565666342434354423552445672557734347565742
6747,"tt1637688","In Time",2011,41,4457777136777777777777754377777347735546377446546642664554457475576774346666762
2598,"tt1375666","Inception",2010,323,7775345677777777777777777777774655445434444356777777755337777777755335777777776575335513576776577477777777562444422547777677436776777567777664775436646354444442345622454474
1030,"tt0116629","Independence Day",1996,602,467763777767542567454367517637454666656775556377777770476476667776776426776667677732
7330,"tt0367882","Indiana Jones and the Kingdom of the Crystal Skull",2008,384,774246645477777777777777777777777777777777777777776325314546366567747456753453562566547767457775774356757672
2604,"tt0097576","Indiana Jones and the Last Crusade",1989,431,777777777777757767777734435574474545777444575777777775566677754677777777774577777777777676777777776767777776646777777777777777757767777734435574474545777444575777777775566677754677777777774577777777777676777777776767777776646777
1036,"tt0087469","Indiana Jones and the Temple of Doom",1984,466,7655544544543376766544334344344435445744666577643553575434453577434755755554656357450
5420,"tt1969062","Infinitely Polar Bear",2014,1,5443445254200444232312234024443433224255545632363434464323244243312131244305354343232331024342454434447742122513345343330
4423,"tt0361748","Inglourious Basterds",2009,140,367767777777777702453243333645657555744064216447743264245322264123773365
6867,"tt1791528","Inherent Vice",2014,8,35443133577775477777752322241433475367777746577771277724232574556743576777775677677636643343455432357764776777777753
2613,"tt0093260","Innerspace",1987,57,6547677667777776777776464655555477667462554775574576767677777677777746457446546766756344567741
6968,"tt0454848","Inside Man",2006,117,77777676777777777776045777753434574643577646776773575775435647777777777737347544344343334345777777777777767777777777567667776667777767777777777777456345375575
5424,"tt2096673","Inside Out",2015,367,12323122423325232420100004523422210303232023235151000013034332344333223334352613346611205244761232355311213133320443331343413
2618,"tt1591095","Insidious",2010,59,332333444447435443476123344503444116441311556457722352000244343254221217577325364346
7779,"tt2226417","Insidious: Chapter 2",2013,89,113331457102534546347753666373355245464467743324104464354466357777630063656342433345261
2619,"tt0278504","Insomnia",2002,100,7225574365467774237677764674776656777247467763575432344641564331633777677777623633436777766777764447777760276534443266724744777723467777547657756667752674677437743334265236533244447767777773345343567777667777543677777305763430
6092,"tt0816692","Interstellar",2014,200,545666775562454756465566777756477346754623767767666567766446335656544634334516653754237777756657445774676666466776747774410
2622,"tt0110148","Interview with the Vampire: The Vampire Chronicles",1994,218,7777777777777777777767775776577676647775556553443244477243345234346733247543445477776633477775233437677757777777777777777777777777777767776677477677565777455653534234557524344333436653146644345377776743367777224336677757777777776
7424,"tt0089346","Into the Night",1985,16,477743234336322327436664243456763346646671
2625,"tt0758758","Into the Wild",2007,23,7455667147635357663433777776765575765527337440353444375353777777777777777626774556671476353576634337777767655757655273374403534443753537777777777777776267
5423,"tt2180411","Into the Woods",2014,136,532111142423345536444311064277544255324442466441253136524211410114235335547756143073165
1041,"tt0138524","Intolerable Cruelty",2003,50,"0146777700001766467467201533345735630377765544754476776467533334333443734554245430003642302334377776346346554541"
2629,"tt0119381","Inventing the Abbotts",1997,11,744533467776643474457777333344334144676202347776343457543533640424333433443434344344344344434341443554243644374343444436477753434333433777777754465454335777755337544777743334433424357730133777734344764353445132434333343443434434434434443434233454533355436
2632,"tt1057500","Invictus",2009,43,77657777776777776467641353576577764744477747577764447777776756777743775654556677667767777
4437,"tt0037820","Isle of the Dead",1945,"",7777667524437677776577674444577606
7631,"tt3235888","It Follows",2014,15,2102343333410000132632323213112234435331112244520233413021332343100244453345341323210
2642,"tt0038650","It's a Wonderful Life",1946,"",4677523477777777777775577666775776544544475357777777766467343434343433423135554556777777677777666554677774477777776645775434735443457267777777777777777777777777777777777777766777754256542
2644,"tt1230414","It's Complicated",2009,131,44412123333332000242533542524353444434341000356433444344342343365634432352344433334453353433334434544445333344331
4440,"tt0804497","It's Kind of a Funny Story",2010,7,36775574167767764344267767777757375535367777323343447677677675776754577777765435446777333267777767777362
4441,"tt1278379","Jack Goes Boating",2010,0,777777441135544356622546664656777775334014556474434577777777776434434575544345435754334243477644533752434346553766456355425523544443343452
6495,"tt0790724","Jack Reacher",2012,87,6727776321003545457037777740000571603500400347653574264553233
2653,"tt0119396","Jackie Brown",1997,75,553337677777777777777777777754465444146777777534534434443344443554333344343334456743445345433434444334434353443444344454355420057764354443200000354333423434740003341455777777767775345467763435777777676723334235533376777777777777777777777544654441467777775
1053,"tt0099871","Jacob's Ladder",1990,53,7776643443434433545777774312447525334133345224375752677777777777777777777534577777775673435777774445777777777533477532577745443433443672
2660,"tt1229822","Jane Eyre",2011,12,"0322200243300130224242000000001410000000634604434425244443355344440033422131333443677443434000034342434134337776644354453544544342444343420005431"
4238,"tt0107254","Jason Goes to Hell: The Final Friday",1993,33,567773356445434674342566657414777720775675
4236,"tt0091080","Jason Lives: Friday the 13th Part VI",1986,44,777777744335265664115557753500027752535704373103634324333364642444632
2664,"tt0211443","Jason X",2001,19,73445235463747665534644755732245543544453437753336776343347657765533545764442615371121024410343132125546543345325545446443435323332
2666,"tt0073195","Jaws",1975,1103,3435477457777724675356777777777757545466777777777777775777777775477777777477777777777777777772
2671,"tt0077766","Jaws 2",1978,382,4566567765543577565347762345756447641334454346467777777544754475465777777775433653337546455265444456556665555553665557745466574546773643676675
4449,"tt0085750","Jaws 3-D",1983,116,3422366342753436777643355445434444343544345634544543534444455433340076443477773556555634566455742
4450,"tt0093300","Jaws: The Revenge",1987,46,43453332247723243452124325201346771277743311374413577632443675465234433154225777544575544777700033577777677633677677456777551641
2673,"tt0261392","Jay and Silent Bob Strike Back",2001,46,35777777777777777777774345457412154753445100003343231407777777700477777777774277777777777777773321753435567543777777777777777777777334555631224674344500000443322142777777750157777777777247777777777777776322374343647752
4453,"tt0301470","Jeepers Creepers II",2003,50,77704776747577642345656735436453677667532777741577777676777677557553456565552
7624,"tt1588334","Jeff, Who Lives at Home",2011,4,752233477543577777471477774536436776777777520267777755436535773756240
2675,"tt0104549","Jennifer 8",1992,23,777777777777774567776677777677545345777776243444777763554367777744777776420573477776357777777677764346575436577777777777777764667775777777677445346777775243445777753554377777645777775410764477775367777777677754355674445673
7157,"tt1131734","Jennifer's Body",2009,18,"0000120013421203136133221001525434443002233321133163240004756100241322424132222330421000455200"
